ID,Code,Lesson,Structure,Pinyin,English Equivalent,复习,Example,Example Pinyin,Example Translation,URL
628,6.14.3,Lesson,免得,miǎnde ,lest,,今天大家晚点儿走，把活儿都干完，免得明天再来。,jīntiān dàjiā wǎndiǎn r zǒu， bǎ huór dōu gàn wán， miǎnde míngtiān zài lái。 ,"Everyone [please] leave a little later today and finish all the work, lest you [have to] come again tomorrow.",https://chinesezerotohero.teachable.com/courses/302498/lectures/6429526
629,6.15.1,Lesson,时而……时而……,shí'ér…… shí'ér…… ,sometimes… sometimes…,,阳光下，蝴蝶的颜色鲜艳极了，时而金黄，时而翠绿，时而由紫变蓝。,yángguāng xià， húdié de yánsè xiānyàn jíle， shí'ér jīnhuáng， shí'ér cuìlǜ， shí'ér yóu zǐ biàn lán。 ,"In the sun, the color of the butterfly is very bright, sometimes golden, sometimes green, sometimes from purple to blue.",https://chinesezerotohero.teachable.com/courses/302498/lectures/6429527
630,6.15.1,Lesson,时而,shí'ér ,from time to time,,主人去世以后，那狗没有了往日的精神，时而发出令人伤心的叫声。,zhǔrén qùshì yǐhòu， nà gǒu méiyǒu le wǎngrì de jīngshén， shí'ér fāchū lìngrén shāngxīn de jiàoshēng。 ,"After the death of the owner, the dog did not have the spirit like it did in the past, and it sometimes makes a sad call.",https://chinesezerotohero.teachable.com/courses/302498/lectures/6429527
631,6.15.2,Lesson,不禁 V,bùjīn V ,can’t help but to V,,听到这个消息，大家不禁兴奋起来。,tīngdào zhège xiāoxi， dàjiā bùjīn xīngfèn qilai。 ,"When you heard the news, everyone couldn't help but get excited.",https://chinesezerotohero.teachable.com/courses/302498/lectures/6429529
632,6.15.3,Lesson,无不 V,wúbù V ,there is nothing that doesn’t V,,你的一言一行，一举一动，无不影响着你周围的人们。,nǐ de yīyányīxíng， yījǔyīdòng， wúbù yǐngxiǎng zhe nǐ zhōuwéi de rénmen。 ,"Your words and deeds, every move, they all (lit. there is nothing that doesn’t) affect the people around you.",https://chinesezerotohero.teachable.com/courses/302498/lectures/6429524
633,6.16.1,Lesson,换句话说/(也)就是说,huànjùhuàshuō/( yě) jiùshìshuō ,in other words,,每个国家都应与他国和睦相处。换句话说/(也)就是说，国家不能为所欲为。,měi gè guójiā dōu yīng yǔ tāguó hémùxiāngchǔ。 huànjùhuàshuō/( yě) jiùshìshuō， guójiā bùnéng wéisuǒyùwéi。 ,"Every country should live in harmony with other countries. In other words, a country can't do whatever it wants.",https://chinesezerotohero.teachable.com/courses/302498/lectures/6429535
634,6.16.2,Lesson,为 S 所 V,wéi S suǒ V ,V’ed by S,5.14.3 为……所……,没有一个人不为这部电影中的人物所感动。,méiyǒu yīgèrén bù wéi zhè bù diànyǐng zhòngdì rénwù suǒ gǎndòng。 ,No one is [left] untouched by the characters in this movie.,https://chinesezerotohero.teachable.com/courses/302498/lectures/6429531
635,6.16.3,Lesson,足以,zúyǐ ,is enough to,,对这样的坏人不严惩就不足以平民愤。,duì zhèyàng de huàirén bù yánchéng jiù bùzú yǐ píngmín fèn。 ,"If they do not severely punish such bad people, it won’t be enough to calm the anger civilians.",https://chinesezerotohero.teachable.com/courses/302498/lectures/6429530
636,6.17.1,Lesson,东 # M 西 # M ,dōng # M xī # M ,"one here and one there, willy nilly",,客人还不走，我只好跟他东一句西一句地没话找话说。,kèrén hái bù zǒu， wǒ zhǐhǎo gēn tā dōng yījù xī yījù dì méi huà zhǎo huàshuō。 ,"The guest is not leaving yet, so I have to talk aimlessly to him.",https://chinesezerotohero.teachable.com/courses/302498/lectures/6429532
637,6.17.2,Lesson,V 中 (zhòng) ,V zhōng (zhòng) ,V on the mark,,飞来一只苍蝇，人动手去打，却总是打不中。,fēi lái yī zhǐ cāngying， rén dòngshǒu qù dǎ， què zǒngshì dǎ bù zhōng。 ,A fly flew in. People tried to hit it with their hands but always missed it.,https://chinesezerotohero.teachable.com/courses/302498/lectures/6429533
638,6.17.2,Lesson,中 (zhòng) N,zhōng (zhòng) N ,hit by N,,这种蘑菇不能吃，吃了会中毒的。,zhèzhǒng mógu bùnéng chī， chī le huì zhòngdú de。 ,This kind of mushroom can't be eaten. You will be poisoned if you eat it.,https://chinesezerotohero.teachable.com/courses/302498/lectures/6429533
639,6.17.3,Lesson,姑且,gūqiě ,for now,,这件事，你姑且先答应下来，然后再慢慢想办法。,zhè jiàn shì， nǐ gūqiě xiān dāying xiàlai， ránhòu zài mànmàn xiǎng bànfǎ。 ,"As for this matter, you can agree to it for now, and then take your time and think about how to deal with it.",https://chinesezerotohero.teachable.com/courses/302498/lectures/6429534
640,6.18.1,Lesson,随即,suíjí ,as soon as,,耶稣受了洗，随即从水里上来。,Yēsū shòu le xǐ， suíjí cóng Shuǐlǐ shànglái。 ,"As soon as Jesus was baptized, he went up out of the water.",https://chinesezerotohero.teachable.com/courses/302498/lectures/6429536
641,6.18.2,Lesson,宁愿,nìngyuàn ,would rather,,咱们宁愿多花点儿钱，也要买个质量好的。,zánmen nìngyuàn duō huā diǎnr qián， yě yào mǎi gè zhìliàng hǎo de。 ,We'd rather spend more money than buy a good one.,https://chinesezerotohero.teachable.com/courses/302498/lectures/6429538
642,6.18.3,Lesson,N 归 N,N guī N ,although N is N,,朋友之间，开玩笑归开玩笑，但千万别过了头。,péngyou zhījiān， kāiwánxiào guī kāiwánxiào， dàn qiānwàn bié guò le tóu。 ,"Between friends, [although] jokes are jokes, but don't go too far.",https://chinesezerotohero.teachable.com/courses/302498/lectures/6429544
643,6.19.1,Lesson,进而,jìn'ér ,and then,,人是在实践中接受环境的影响，进而改造自己的。,rén shì zài shíjiàn zhōng jiēshòu huánjìng de yǐngxiǎng， jìn'ér gǎizào zìjǐ de。 ,"It is through trial and error, mankind is influenced by their environment, and then transform themselves.",https://chinesezerotohero.teachable.com/courses/302498/lectures/6429537
644,6.19.2,Lesson,得以 V,déyǐ V ,be enabled to V,,他因为年轻，得以免除惩罚。,tā yīnwèi niánqīng， déyǐ miǎnchú chéngfá。 ,"He is young, [which] enabled [him] to be exempt from punishment.
",https://chinesezerotohero.teachable.com/courses/302498/lectures/6429543
645,6.19.3,Lesson,偏偏 V,piānpiān V ,"just V, to insist on V",,那里太危险了，大家都劝他不要去，他偏偏要去。,nàli tài wēixiǎn le， dàjiā dōu quàn tā bùyào qù， tā piānpiān yào qù。 ,It's too dangerous there. Everyone advised him not to go. He just wanted to go. (He insisted on going.),https://chinesezerotohero.teachable.com/courses/302498/lectures/6429542
646,6.19.3,Lesson,偏偏 CLAUSE,piānpiān CLAUSE ,(CLAUSE is an undesirable occurence by chance),,"正当我坐下来吃晚饭时, 偏偏电话来了。","zhèngdàng wǒ zuò xiàlai chī wǎnfàn shí,  piānpiān diànhuà lái le。 ",It just have to [be] when I sit down and eat supper that a call came.,https://chinesezerotohero.teachable.com/courses/302498/lectures/6429542
647,6.20.1,Lesson,况且,kuàngqiě ,besides,,这套房子交通方便，附近有书店，况且房租又不贵，真是再合适不过了。,zhè tào fángzi jiāotōng fāngbiàn， fùjìn yǒu shūdiàn， kuàngqiě fángzū yòu bù guì， zhēnshi zài héshì bùguò le。 ,"This apartment has convenient transportation, a bookstore nearby. And besides, the rent is not expensive. It's perfect.",https://chinesezerotohero.teachable.com/courses/302498/lectures/6429539
648,6.20.2,Lesson,大 TIME,dà TIME ,(emphasize on TIME),,那辆汽车大白天被人偷走了。,nà liàng qìchē dàbáitiān bèi rén tōu zǒu le。 ,The car was stolen in broad daylight.,https://chinesezerotohero.teachable.com/courses/302498/lectures/6429540
649,6.20.3,Lesson,(与其) V 倒不如 V,( yǔqí) V dǎo bùrú V ,"rather than V, it’s better to V","5.33.3 与其
5.08.1 倒",(与其)说这是一本像册，倒不如说这是他大半生的历史。,( yǔqí) shuō zhè shì yī běn xiàng cè， dǎo bùrú shuō zhè shì tā dàbàn shēng de lìshǐ。 ,"This is not so much a photo album as the history of most of his life. (Lit. Rather than saying it’s a photo album, it’s better to say it’s the history of most of his life.)",https://chinesezerotohero.teachable.com/courses/302498/lectures/6429540
650,6.21.1,Lesson,以免,yǐmiǎn ,为了避免,,感冒时应尽量少去公共场所，以免传染别人。,gǎnmào shí yīng jǐnliàng shǎo qù gōnggòng chǎngsuǒ， yǐmiǎn chuánrǎn biéren。 ,"When you have a cold, you should go to public places as little as possible so as not to infect others.",https://chinesezerotohero.teachable.com/courses/302505/lectures/6993032
651,6.21.2,Lesson,嫌,xián ,"dislike, have a strong negative opinion about",,大家都嫌这个旅行计划不够合理。,dàjiā dōu xián zhège lǚxíng jìhuà bùgòu hélǐ。 ,Everyone feels (badly) that travel plan is unreasonable.,https://chinesezerotohero.teachable.com/courses/302505/lectures/6993035
652,6.22.1,Lesson,动不动就 V,dòngbudòng jiù V ,on a whim,,他最近工作忙、压力大，动不动就着急、发脾气。,tā zuìjìn gōngzuò máng、 yālì dà， dòngbudòng jiù zháojí、 fāpíqì。 ,He's been busy and stressed recently. He gets angry on a whim.,https://chinesezerotohero.teachable.com/courses/302505/lectures/6993037
653,6.22.2,Lesson,甲乙丙丁,jiǎyǐ bǐng dīng ,"A, B, C, D (series)",,甲、乙、丙、丁是一个序列，相当于英文的A、B、C、D。,jiǎ、 yǐ、 bǐng、 dīng shì yī gè xùliè， xiāngdāngyú Yīngwén deA、B、C、D。 ,"A, B, C and D are sequences equivalent to A, B, C and D in English.",https://chinesezerotohero.teachable.com/courses/302505/lectures/6993039
654,6.23.1,Lesson,加以 V,jiāyǐ V ,proceed with V,,对于你的意见和建议，我们会认真加以研究。,duìyú nǐ de yìjiàn hé jiànyì， wǒmen huì rènzhēn jiāyǐ yánjiū。 ,"As for your opinions and suggestions, we will carefully (conduct a) study.",https://chinesezerotohero.teachable.com/courses/302505/lectures/6993041
655,6.23.2,Lesson,大大/远远 V,dàdà/ yuǎnyuǎn V ,V by far,,你的能力大大/远远超出了我们的想象。,nǐ de nénglì dàdà/ yuǎnyuǎn chāochū le wǒmen de xiǎngxiàng。 ,Your abilities exceeded our imagination by far.,https://chinesezerotohero.teachable.com/courses/302505/lectures/6993128
656,6.23.2,Lesson,远远 + 不/没 + V/A,yuǎnyuǎn + bù/ méi + V/A ,"far from V-ing, far from A",,你现在的知识、能力都远远不能胜任你理想中的工作。,nǐ xiànzài de zhīshi、 nénglì dōu yuǎnyuǎn bùnéng shèngrèn nǐ lǐxiǎng zhòngdì gōngzuò。 ,Your current knowledge and abilities are far from [sufficient for you to be] competent for your ideal job.,https://chinesezerotohero.teachable.com/courses/302505/lectures/6993128
657,6.24.1,Lesson,紧缩句,jǐnsuō jù ,(omitting “if” words),,站住！(要是) 不站住，我就开枪了。,zhànzhù！( yàoshi) bù zhànzhù， wǒ jiù kāiqiāng le。 ,"Stop! If you don't stop, I'll shoot.",https://chinesezerotohero.teachable.com/courses/302505/lectures/6993315
658,6.24.2,Lesson,特意,tèyì ,on purpose,,那一年我出差去天津，特意绕道北京，去了趟圆明园。,nà yī nián wǒ chūchāi qù Tiānjīn， tèyì ràodào Běijīng， qù le tàng Yuánmíngyuán。 ,"That year, I went to Tianjin on business. On purpose, I made a detour to Beijing and went to Yuanmingyuan.",https://chinesezerotohero.teachable.com/courses/302505/lectures/7007909
659,6.25.1,Lesson,即将,jíjiāng ,about,,我们已经完成了学业，即将走上工作岗位，开始人生新的一页。,wǒmen yǐjīng wánchéng le xuéyè， jíjiāng zǒu shàng gōngzuò gǎngwèi， kāishǐ rénshēng xīn de yī yè。 ,We have finished our studies and about to go to work and start a new page in our lives.,https://chinesezerotohero.teachable.com/courses/302505/lectures/7008583
660,6.25.2,Lesson,能 + V + 就 + V,néng + V + jiù + V ,V if possible,,这个手机没用多久，能修就修，尽量别换新的。,zhège shǒujī méiyòng duōjiǔ， néng xiū jiù xiū， jǐnliàng bié huànxīn de。 ,"This mobile phone hasn’t been used for long. If it can be repaired, (then) repair it. Try not to replace it.",https://chinesezerotohero.teachable.com/courses/302505/lectures/7009070
661,6.26.1,Lesson,别说,bié shuō ,let alone,,晚上看书别说蜡烛了，就是灯油也要节省着用。,wǎnshang kànshū bié shuō làzhú le， jiùshì dēng yóu yě yào jiéshěng zhe yòng。 ,"When [I] read at night, let alone candles, I had to scrooge even on the lamp oil.",https://chinesezerotohero.teachable.com/courses/302505/lectures/7010390
662,6.26.2,Lesson,V1V1V2V2,V1V1V2V2 ,(repeated action),,小孩子就喜欢打打闹闹，磕磕碰碰是难免的，过几天就好了， 别担心。,xiǎoháizi jiù xǐhuan dǎ dǎ nào nào， kē kēpèng pèng shì nánmiǎn de， guò jǐtiān jiù hǎole， bié dānxīn。 ,Children like to make a lot of noise. It's inevitable to bump into each other. It'll be all right in a few days. Don't worry.,https://chinesezerotohero.teachable.com/courses/302505/lectures/7010394
663,6.27.1,Lesson,左 # M N 右 # M N,zuǒ # M N yòu # M N ,one N after another,,妈妈左一个电话右一个电话地催他回家。,māma zuǒ yī gè diànhuà yòu yī gè diànhuà dì cuī tā huíjiā。 ,"Mother called him left and right (lit. with one call after another), trying to hurry him to come home.",https://chinesezerotohero.teachable.com/courses/302505/lectures/7010602
664,6.27.2,Lesson,莫非/难道 …… 不成,mòfēi/ nándào …… bùchéng ,could it be that,,他大吃一惊，头脑中一片空白——莫非受了骗不成? ,tā dàchīyījīng， tóunǎo zhōng yīpiàn kòngbái—— mòfēi shòu le piàn bùchéng? ,He was shocked and his mind was blank - could he possibly be deceived?,https://chinesezerotohero.teachable.com/courses/302505/lectures/8414339
665,6.28.1,Lesson,一个 N,yī gè N ,with a…,,他手没抓住栏杆，一个跟头栽了下来。,tā shǒu méi zhuāzhù lángān， yī gè gēntou zāi le xiàlai。 ,He missed the railing and fell with a flip.,https://chinesezerotohero.teachable.com/courses/302505/lectures/8421523
666,6.28.1,Lesson,(了) 个 A,( le) gè A ,to the extent that it became A,,他把心爱的琴摔了个粉碎。,tā bǎ xīn'ài de qín shuāi le gè fěnsuì。 ,He smashed his beloved violin to pieces (lit. to the extent that it became shattered).,https://chinesezerotohero.teachable.com/courses/302505/lectures/8421523
667,6.28.2,Lesson,向来 V/A,xiànglái V/A ,always have (been) V/A,,他们向来忠厚、老实，为人诚恳。,tāmen xiànglái zhōnghòu、 lǎoshi， wéirén chéngkěn。 ,"They have always been loyal, honest and sincere.",https://chinesezerotohero.teachable.com/courses/302505/lectures/8421528
